REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/06/01 03:05:00,4580.83,33.03,TRADE
VIC1,2026/06/01 03:10:00,4602.99,35.97,TRADE
VIC1,2026/06/01 03:15:00,4526.15,35.97,TRADE
VIC1,2026/06/01 03:20:00,4589.33,33.53,TRADE
VIC1,2026/06/01 03:25:00,4601.14,33.52,TRADE
VIC1,2026/06/01 03:30:00,4609.21,35.33,TRADE
VIC1,2026/06/01 03:35:00,4588.12,38,TRADE
VIC1,2026/06/01 03:40:00,4513.42,38,TRADE
VIC1,2026/06/01 03:45:00,4501.36,32.34,TRADE
VIC1,2026/06/01 03:50:00,4577.3,33.14,TRADE
VIC1,2026/06/01 03:55:00,4571.05,33.09,TRADE
VIC1,2026/06/01 04:00:00,4563.17,33.09,TRADE
VIC1,2026/06/01 04:05:00,4577.32,44.65,TRADE
VIC1,2026/06/01 04:10:00,4569.59,47.75,TRADE
VIC1,2026/06/01 04:15:00,4590.3,35.97,TRADE
VIC1,2026/06/01 04:20:00,4566.42,38.94,TRADE
VIC1,2026/06/01 04:25:00,4590.61,50.73,TRADE
VIC1,2026/06/01 04:30:00,4641.55,48,TRADE
VIC1,2026/06/01 04:35:00,4675.33,35.97,TRADE
VIC1,2026/06/01 04:40:00,4624.98,35.94,TRADE
VIC1,2026/06/01 04:45:00,4690.12,35.94,TRADE
VIC1,2026/06/01 04:50:00,4721.53,47.38,TRADE
VIC1,2026/06/01 04:55:00,4740.57,47.60,TRADE
VIC1,2026/06/01 05:00:00,4781.31,47.88,TRADE
VIC1,2026/06/01 05:05:00,4753.66,37.44,TRADE
VIC1,2026/06/01 05:10:00,4774.8,46.50,TRADE
VIC1,2026/06/01 05:15:00,4861.38,47.49,TRADE
VIC1,2026/06/01 05:20:00,4918.85,48.21,TRADE
VIC1,2026/06/01 05:25:00,4950.45,47.81,TRADE
VIC1,2026/06/01 05:30:00,4994.65,47.76,TRADE
VIC1,2026/06/01 05:35:00,5020.6,47.46,TRADE
VIC1,2026/06/01 05:40:00,5092.66,53.34,TRADE
VIC1,2026/06/01 05:45:00,5100.06,50.92,TRADE
VIC1,2026/06/01 05:50:00,5126.32,46.09,TRADE
VIC1,2026/06/01 05:55:00,5154.37,46.42,TRADE
VIC1,2026/06/01 06:00:00,5273.11,66.33,TRADE
VIC1,2026/06/01 06:05:00,5362.88,60.73,TRADE
VIC1,2026/06/01 06:10:00,5470.16,67.12,TRADE
VIC1,2026/06/01 06:15:00,5591.19,68.44,TRADE
VIC1,2026/06/01 06:20:00,5676.87,69.51,TRADE
VIC1,2026/06/01 06:25:00,5735.17,69.95,TRADE
VIC1,2026/06/01 06:30:00,5754.42,71.85,TRADE
VIC1,2026/06/01 06:35:00,5874.64,79.41,TRADE
VIC1,2026/06/01 06:40:00,6051.02,69.07,TRADE
VIC1,2026/06/01 06:45:00,6141.97,80.50,TRADE
VIC1,2026/06/01 06:50:00,6171.63,80.50,TRADE
VIC1,2026/06/01 06:55:00,6319.67,80.50,TRADE
VIC1,2026/06/01 07:00:00,6437.58,70.85,TRADE
VIC1,2026/06/01 07:05:00,6498.31,70.80,TRADE
VIC1,2026/06/01 07:10:00,6611.2,75.07,TRADE
VIC1,2026/06/01 07:15:00,6630.98,75.07,TRADE
VIC1,2026/06/01 07:20:00,6762.59,85.53,TRADE
VIC1,2026/06/01 07:25:00,6775,80.50,TRADE
VIC1,2026/06/01 07:30:00,6868.89,75.07,TRADE
VIC1,2026/06/01 07:35:00,6947.96,72.12,TRADE
VIC1,2026/06/01 07:40:00,6979.74,71.70,TRADE
VIC1,2026/06/01 07:45:00,7055.76,66.30,TRADE
VIC1,2026/06/01 07:50:00,7061.93,50.47,TRADE
VIC1,2026/06/01 07:55:00,7105.61,52.55,TRADE
VIC1,2026/06/01 08:00:00,7142.74,52.87,TRADE
VIC1,2026/06/01 08:05:00,7190.09,55.39,TRADE
VIC1,2026/06/01 08:10:00,7217.29,55.02,TRADE
VIC1,2026/06/01 08:15:00,7189.45,55.03,TRADE
VIC1,2026/06/01 08:20:00,7171.36,50.47,TRADE
VIC1,2026/06/01 08:25:00,7179.46,50.47,TRADE
VIC1,2026/06/01 08:30:00,7021.37,38,TRADE
VIC1,2026/06/01 08:35:00,6968.98,43.19,TRADE
VIC1,2026/06/01 08:40:00,6982.16,50,TRADE
VIC1,2026/06/01 08:45:00,6956.29,38,TRADE
VIC1,2026/06/01 08:50:00,6877.46,37.57,TRADE
VIC1,2026/06/01 08:55:00,6817.26,24.22,TRADE
VIC1,2026/06/01 09:00:00,6817.46,24.40,TRADE
VIC1,2026/06/01 09:05:00,6796.97,38,TRADE
VIC1,2026/06/01 09:10:00,6746.91,37.71,TRADE
VIC1,2026/06/01 09:15:00,6602.95,23.02,TRADE
VIC1,2026/06/01 09:20:00,6619.59,24.13,TRADE
VIC1,2026/06/01 09:25:00,6529.51,37.89,TRADE
VIC1,2026/06/01 09:30:00,6385.4,37.44,TRADE
VIC1,2026/06/01 09:35:00,6433.44,25.10,TRADE
VIC1,2026/06/01 09:40:00,6396.03,21.12,TRADE
VIC1,2026/06/01 09:45:00,6302.51,38,TRADE
VIC1,2026/06/01 09:50:00,6236.23,37.55,TRADE
VIC1,2026/06/01 09:55:00,6125.54,14.08,TRADE
VIC1,2026/06/01 10:00:00,6122.03,17.16,TRADE
VIC1,2026/06/01 10:05:00,6176.34,35.47,TRADE
VIC1,2026/06/01 10:10:00,6271.66,25.88,TRADE
VIC1,2026/06/01 10:15:00,6265.36,35.50,TRADE
VIC1,2026/06/01 10:20:00,6184.18,7.08,TRADE
VIC1,2026/06/01 10:25:00,6175.67,12.36,TRADE
VIC1,2026/06/01 10:30:00,6132.03,12.29,TRADE
VIC1,2026/06/01 10:35:00,6111.75,22.29,TRADE
VIC1,2026/06/01 10:40:00,6048.54,25,TRADE
VIC1,2026/06/01 10:45:00,6027.47,12.33,TRADE
VIC1,2026/06/01 10:50:00,6015.42,6.94,TRADE
VIC1,2026/06/01 10:55:00,5958.36,19.08,TRADE
VIC1,2026/06/01 11:00:00,5960.48,12.52,TRADE
VIC1,2026/06/01 11:05:00,5908.5,10.65,TRADE
VIC1,2026/06/01 11:10:00,6074.98,35.28,TRADE
VIC1,2026/06/01 11:15:00,6112.14,35.97,TRADE
VIC1,2026/06/01 11:20:00,6036.55,31.54,TRADE
VIC1,2026/06/01 11:25:00,6037.34,19.18,TRADE
VIC1,2026/06/01 11:30:00,5946.56,23.52,TRADE
VIC1,2026/06/01 11:35:00,5991.06,30.64,TRADE
VIC1,2026/06/01 11:40:00,6070.79,26.35,TRADE
VIC1,2026/06/01 11:45:00,6097.3,21.44,TRADE
VIC1,2026/06/01 11:50:00,6087.85,19.18,TRADE
VIC1,2026/06/01 11:55:00,6158.85,20.04,TRADE
VIC1,2026/06/01 12:00:00,6160.46,19.18,TRADE
VIC1,2026/06/01 12:05:00,6154.38,20.09,TRADE
VIC1,2026/06/01 12:10:00,6174.39,19.18,TRADE
VIC1,2026/06/01 12:15:00,6169.57,19.18,TRADE
VIC1,2026/06/01 12:20:00,6296.62,19.18,TRADE
VIC1,2026/06/01 12:25:00,6338.93,12.69,TRADE
VIC1,2026/06/01 12:30:00,6338.13,9.80,TRADE
VIC1,2026/06/01 12:35:00,6428.37,21.49,TRADE
VIC1,2026/06/01 12:40:00,6521.84,24.70,TRADE
VIC1,2026/06/01 12:45:00,6555.04,25.34,TRADE
VIC1,2026/06/01 12:50:00,6593.8,19.18,TRADE
VIC1,2026/06/01 12:55:00,6594.28,10.37,TRADE
VIC1,2026/06/01 13:00:00,6564.1,12.21,TRADE
VIC1,2026/06/01 13:05:00,6675.9,29.44,TRADE
VIC1,2026/06/01 13:10:00,6687.27,20.78,TRADE
VIC1,2026/06/01 13:15:00,6644.21,0.90,TRADE
VIC1,2026/06/01 13:20:00,6767.03,12.56,TRADE
VIC1,2026/06/01 13:25:00,6835.4,23.84,TRADE
VIC1,2026/06/01 13:30:00,6860.27,30.69,TRADE
VIC1,2026/06/01 13:35:00,6874.31,31.50,TRADE
VIC1,2026/06/01 13:40:00,6891.09,19.18,TRADE
VIC1,2026/06/01 13:45:00,7012.77,26.29,TRADE
VIC1,2026/06/01 13:50:00,7023.91,31.69,TRADE
VIC1,2026/06/01 13:55:00,7010.69,31.49,TRADE
VIC1,2026/06/01 14:00:00,7106.13,32.67,TRADE
VIC1,2026/06/01 14:05:00,7126.2,20.74,TRADE
VIC1,2026/06/01 14:10:00,7048.13,2.44,TRADE
VIC1,2026/06/01 14:15:00,7085.63,8.94,TRADE
VIC1,2026/06/01 14:20:00,7056.75,2.07,TRADE
VIC1,2026/06/01 14:25:00,7159.24,15.21,TRADE
VIC1,2026/06/01 14:30:00,7139.44,25.76,TRADE
VIC1,2026/06/01 14:35:00,7137.43,10.65,TRADE
VIC1,2026/06/01 14:40:00,7110.81,-0.05,TRADE
VIC1,2026/06/01 14:45:00,7190.68,1.82,TRADE
VIC1,2026/06/01 14:50:00,7176.85,5.08,TRADE
VIC1,2026/06/01 14:55:00,7236.83,8.94,TRADE
VIC1,2026/06/01 15:00:00,7244.17,5.08,TRADE
VIC1,2026/06/01 15:05:00,7219.07,5.08,TRADE
VIC1,2026/06/01 15:10:00,7239.16,8.94,TRADE
VIC1,2026/06/01 15:15:00,7213.21,5.08,TRADE
VIC1,2026/06/01 15:20:00,7240.5,19.18,TRADE
VIC1,2026/06/01 15:25:00,7280.56,19.18,TRADE
VIC1,2026/06/01 15:30:00,7272.52,8.94,TRADE
VIC1,2026/06/01 15:35:00,7353.33,15.30,TRADE
VIC1,2026/06/01 15:40:00,7367.63,6.58,TRADE
VIC1,2026/06/01 15:45:00,7367,-15.67,TRADE
VIC1,2026/06/01 15:50:00,7481.08,8.94,TRADE
VIC1,2026/06/01 15:55:00,7492.7,-2.99,TRADE
VIC1,2026/06/01 16:00:00,7524.15,2.91,TRADE
VIC1,2026/06/01 16:05:00,7658.48,-2.99,TRADE
VIC1,2026/06/01 16:10:00,7587.43,22.38,TRADE
VIC1,2026/06/01 16:15:00,7652.52,-0.41,TRADE
VIC1,2026/06/01 16:20:00,7769.66,62.26,TRADE
VIC1,2026/06/01 16:25:00,7651.69,20.67,TRADE
VIC1,2026/06/01 16:30:00,7781.58,86.01,TRADE
VIC1,2026/06/01 16:35:00,7714.34,55.68,TRADE
VIC1,2026/06/01 16:40:00,7824.38,87.83,TRADE
VIC1,2026/06/01 16:45:00,7790.13,92.44,TRADE
VIC1,2026/06/01 16:50:00,7822.47,92.48,TRADE
VIC1,2026/06/01 16:55:00,7886.48,94.37,TRADE
VIC1,2026/06/01 17:00:00,7965.25,97.21,TRADE
VIC1,2026/06/01 17:05:00,8006.99,105.84,TRADE
VIC1,2026/06/01 17:10:00,8077.54,114.71,TRADE
VIC1,2026/06/01 17:15:00,8092.01,113.19,TRADE
VIC1,2026/06/01 17:20:00,8209.88,113.26,TRADE
VIC1,2026/06/01 17:25:00,8263.49,146.17,TRADE
VIC1,2026/06/01 17:30:00,8287.78,155.11,TRADE
VIC1,2026/06/01 17:35:00,8311.35,143.58,TRADE
VIC1,2026/06/01 17:40:00,8274.61,123.35,TRADE
VIC1,2026/06/01 17:45:00,8259.52,113.26,TRADE
VIC1,2026/06/01 17:50:00,8229.74,128.24,TRADE
VIC1,2026/06/01 17:55:00,8264.38,125.52,TRADE
VIC1,2026/06/01 18:00:00,8280.88,124.98,TRADE
VIC1,2026/06/01 18:05:00,8272.76,190.47,TRADE
VIC1,2026/06/01 18:10:00,8135.99,174.91,TRADE
VIC1,2026/06/01 18:15:00,8205.79,224.52,TRADE
VIC1,2026/06/01 18:20:00,8171.06,209.32,TRADE
VIC1,2026/06/01 18:25:00,7976.21,196.41,TRADE
VIC1,2026/06/01 18:30:00,8088.31,196.41,TRADE
VIC1,2026/06/01 18:35:00,8075.07,62.08,TRADE
VIC1,2026/06/01 18:40:00,7951.06,79.40,TRADE
VIC1,2026/06/01 18:45:00,8017.8,97.41,TRADE
VIC1,2026/06/01 18:50:00,7939.01,59.91,TRADE
VIC1,2026/06/01 18:55:00,7989.36,65.85,TRADE
VIC1,2026/06/01 19:00:00,7979.56,64.28,TRADE
VIC1,2026/06/01 19:05:00,7906.08,61.21,TRADE
VIC1,2026/06/01 19:10:00,7913.33,63.13,TRADE
VIC1,2026/06/01 19:15:00,7859.15,59.91,TRADE
VIC1,2026/06/01 19:20:00,7829.46,58.80,TRADE
VIC1,2026/06/01 19:25:00,7792.46,59.52,TRADE
VIC1,2026/06/01 19:30:00,7724.39,36.32,TRADE
VIC1,2026/06/01 19:35:00,7723.88,56.97,TRADE
VIC1,2026/06/01 19:40:00,7684.3,45.49,TRADE
VIC1,2026/06/01 19:45:00,7596.82,23.92,TRADE
VIC1,2026/06/01 19:50:00,7680.77,30.20,TRADE
VIC1,2026/06/01 19:55:00,7643.83,32.79,TRADE
VIC1,2026/06/01 20:00:00,7620.99,14.22,TRADE
VIC1,2026/06/01 20:05:00,7567.41,56.70,TRADE
VIC1,2026/06/01 20:10:00,7466.55,32.84,TRADE
VIC1,2026/06/01 20:15:00,7409.73,32.53,TRADE
VIC1,2026/06/01 20:20:00,7338.92,8.94,TRADE
VIC1,2026/06/01 20:25:00,7352.06,10.65,TRADE
VIC1,2026/06/01 20:30:00,7287.1,10.65,TRADE
VIC1,2026/06/01 20:35:00,7228.55,8.94,TRADE
VIC1,2026/06/01 20:40:00,7190.2,8.94,TRADE
VIC1,2026/06/01 20:45:00,7107.35,5.73,TRADE
VIC1,2026/06/01 20:50:00,7057.67,8.94,TRADE
VIC1,2026/06/01 20:55:00,7030.07,8.94,TRADE
VIC1,2026/06/01 21:00:00,6888.91,-0.05,TRADE
VIC1,2026/06/01 21:05:00,6810.86,0.01,TRADE
VIC1,2026/06/01 21:10:00,6762.84,0.01,TRADE
VIC1,2026/06/01 21:15:00,6702.37,-0.05,TRADE
VIC1,2026/06/01 21:20:00,6719.31,-0.05,TRADE
VIC1,2026/06/01 21:25:00,6580.15,-2.99,TRADE
VIC1,2026/06/01 21:30:00,6631.51,-0.10,TRADE
VIC1,2026/06/01 21:35:00,6571.6,-0.10,TRADE
VIC1,2026/06/01 21:40:00,6513.74,-0.10,TRADE
VIC1,2026/06/01 21:45:00,6435.44,-0.10,TRADE
VIC1,2026/06/01 21:50:00,6426.18,-0.10,TRADE
VIC1,2026/06/01 21:55:00,6296.19,-0.10,TRADE
VIC1,2026/06/01 22:00:00,6243.62,-0.10,TRADE
VIC1,2026/06/01 22:05:00,6161.64,-0.10,TRADE
VIC1,2026/06/01 22:10:00,6170.78,-0.10,TRADE
VIC1,2026/06/01 22:15:00,6070.98,-0.10,TRADE
VIC1,2026/06/01 22:20:00,6047.77,-0.10,TRADE
VIC1,2026/06/01 22:25:00,5980.67,-0.10,TRADE
VIC1,2026/06/01 22:30:00,5966.83,-0.10,TRADE
VIC1,2026/06/01 22:35:00,5791.94,-0.10,TRADE
VIC1,2026/06/01 22:40:00,5749.87,-0.10,TRADE
VIC1,2026/06/01 22:45:00,5740.32,-0.10,TRADE
VIC1,2026/06/01 22:50:00,5715.94,-0.10,TRADE
VIC1,2026/06/01 22:55:00,5565.54,-0.10,TRADE
VIC1,2026/06/01 23:00:00,5621.9,-0.05,TRADE
VIC1,2026/06/01 23:05:00,5575.86,-0.10,TRADE
VIC1,2026/06/01 23:10:00,5656.03,-0.05,TRADE
VIC1,2026/06/01 23:15:00,5648.42,-0.05,TRADE
VIC1,2026/06/01 23:20:00,5529.97,-0.10,TRADE
VIC1,2026/06/01 23:25:00,5590.24,-0.10,TRADE
VIC1,2026/06/01 23:30:00,5504.76,-0.10,TRADE
VIC1,2026/06/01 23:35:00,5591.36,-0.10,TRADE
VIC1,2026/06/01 23:40:00,5536.46,-0.10,TRADE
VIC1,2026/06/01 23:45:00,5479.32,-0.10,TRADE
VIC1,2026/06/01 23:50:00,5408.09,-0.10,TRADE
VIC1,2026/06/01 23:55:00,5381.39,-0.10,TRADE
VIC1,2026/06/02 00:00:00,5274.35,-1.21,TRADE
VIC1,2026/06/02 00:05:00,5344.67,-0.10,TRADE
VIC1,2026/06/02 00:10:00,5268.98,-0.10,TRADE
VIC1,2026/06/02 00:15:00,5307.13,-0.10,TRADE
VIC1,2026/06/02 00:20:00,5236.66,-0.10,TRADE
VIC1,2026/06/02 00:25:00,5301.47,-0.10,TRADE
VIC1,2026/06/02 00:30:00,5247.31,-0.10,TRADE
VIC1,2026/06/02 00:35:00,5202.56,-0.10,TRADE
VIC1,2026/06/02 00:40:00,5223.7,-0.10,TRADE
VIC1,2026/06/02 00:45:00,5156.45,-0.10,TRADE
VIC1,2026/06/02 00:50:00,5098.16,-0.10,TRADE
VIC1,2026/06/02 00:55:00,4997.9,-0.10,TRADE
VIC1,2026/06/02 01:00:00,5024.54,-0.10,TRADE
VIC1,2026/06/02 01:05:00,5022.28,-0.10,TRADE
VIC1,2026/06/02 01:10:00,4940.99,-0.10,TRADE
VIC1,2026/06/02 01:15:00,4983.36,-0.10,TRADE
VIC1,2026/06/02 01:20:00,4926.95,-0.10,TRADE
VIC1,2026/06/02 01:25:00,4875.75,-1.12,TRADE
VIC1,2026/06/02 01:30:00,4777.07,-2,TRADE
VIC1,2026/06/02 01:35:00,4786.24,-2,TRADE
VIC1,2026/06/02 01:40:00,4757.39,-2.20,TRADE
VIC1,2026/06/02 01:45:00,4789.83,-0.10,TRADE
VIC1,2026/06/02 01:50:00,4702.47,-1.20,TRADE
VIC1,2026/06/02 01:55:00,4741.75,-2.21,TRADE
VIC1,2026/06/02 02:00:00,4721.01,-2.21,TRADE
VIC1,2026/06/02 02:05:00,4665.72,-2,TRADE
VIC1,2026/06/02 02:10:00,4664.41,-1.17,TRADE
VIC1,2026/06/02 02:15:00,4653.85,-1.18,TRADE
VIC1,2026/06/02 02:20:00,4639.79,-1.19,TRADE
VIC1,2026/06/02 02:25:00,4521.58,-2.09,TRADE
VIC1,2026/06/02 02:30:00,4532.19,-2.26,TRADE
VIC1,2026/06/02 02:35:00,4582.3,-2,TRADE
VIC1,2026/06/02 02:40:00,4576.01,-2,TRADE
VIC1,2026/06/02 02:45:00,4527.28,-2.08,TRADE
VIC1,2026/06/02 02:50:00,4512.92,-2.07,TRADE
VIC1,2026/06/02 02:55:00,4497.57,-2.07,TRADE
VIC1,2026/06/02 03:00:00,4492.3,-2.09,TRADE
VIC1,2026/06/02 03:05:00,4419.33,-2.26,TRADE
VIC1,2026/06/02 03:10:00,4449.42,-2.11,TRADE
VIC1,2026/06/02 03:15:00,4481.71,-2.05,TRADE
VIC1,2026/06/02 03:20:00,4483.49,-2.99,TRADE
VIC1,2026/06/02 03:25:00,4380.46,-2.29,TRADE
VIC1,2026/06/02 03:30:00,4480.97,-2.29,TRADE
VIC1,2026/06/02 03:35:00,4436.68,-2.26,TRADE
VIC1,2026/06/02 03:40:00,4470.32,-2.14,TRADE
VIC1,2026/06/02 03:45:00,4458.98,-2.12,TRADE
VIC1,2026/06/02 03:50:00,4371.76,-2.29,TRADE
VIC1,2026/06/02 03:55:00,4438.15,-2.29,TRADE
VIC1,2026/06/02 04:00:00,4453.68,-2.06,TRADE
VIC1,2026/06/02 04:05:00,4480.83,-2.15,TRADE
VIC1,2026/06/02 04:10:00,4429.86,-2.08,TRADE
VIC1,2026/06/02 04:15:00,4470.41,-2.26,TRADE
VIC1,2026/06/02 04:20:00,4456.58,-2.26,TRADE
VIC1,2026/06/02 04:25:00,4529.08,-2.16,TRADE
VIC1,2026/06/02 04:30:00,4549.95,-2,TRADE
VIC1,2026/06/02 04:35:00,4570.44,-2,TRADE
VIC1,2026/06/02 04:40:00,4603.48,-2,TRADE
VIC1,2026/06/02 04:45:00,4568.4,-2,TRADE
VIC1,2026/06/02 04:50:00,4574.12,-2.16,TRADE
VIC1,2026/06/02 04:55:00,4651.34,-2,TRADE
VIC1,2026/06/02 05:00:00,4684.43,-2,TRADE
VIC1,2026/06/02 05:05:00,4770.78,-2.16,TRADE
VIC1,2026/06/02 05:10:00,4774.99,-2,TRADE
VIC1,2026/06/02 05:15:00,4826.69,-2,TRADE
VIC1,2026/06/02 05:20:00,4826.13,-2.18,TRADE
VIC1,2026/06/02 05:25:00,4853.88,-2,TRADE
VIC1,2026/06/02 05:30:00,4874.07,-1.33,TRADE
VIC1,2026/06/02 05:35:00,4889.1,-2,TRADE
VIC1,2026/06/02 05:40:00,4957.03,-2,TRADE
VIC1,2026/06/02 05:45:00,4991.07,-1.36,TRADE
VIC1,2026/06/02 05:50:00,5114.99,-0.10,TRADE
VIC1,2026/06/02 05:55:00,5210,-0.10,TRADE
VIC1,2026/06/02 06:00:00,5267.35,-0.10,TRADE
VIC1,2026/06/02 06:05:00,5285.22,-0.10,TRADE
VIC1,2026/06/02 06:10:00,5466.14,-0.10,TRADE
VIC1,2026/06/02 06:15:00,5598.74,-0.10,TRADE
VIC1,2026/06/02 06:20:00,5651.86,-0.10,TRADE
VIC1,2026/06/02 06:25:00,5745.78,-0.05,TRADE
VIC1,2026/06/02 06:30:00,5728.5,-0.05,TRADE
VIC1,2026/06/02 06:35:00,5819.5,-0.05,TRADE
VIC1,2026/06/02 06:40:00,5881.98,0.06,TRADE
VIC1,2026/06/02 06:45:00,6083.33,0.82,TRADE
VIC1,2026/06/02 06:50:00,6184.42,12.51,TRADE
VIC1,2026/06/02 06:55:00,6268.21,10.50,TRADE
VIC1,2026/06/02 07:00:00,6325.13,10.50,TRADE
VIC1,2026/06/02 07:05:00,6464.51,16.71,TRADE
VIC1,2026/06/02 07:10:00,6605.21,10.65,TRADE
VIC1,2026/06/02 07:15:00,6700.53,20.67,TRADE
VIC1,2026/06/02 07:20:00,6788.75,34.17,TRADE
VIC1,2026/06/02 07:25:00,6732.21,20.67,TRADE
VIC1,2026/06/02 07:30:00,6866.56,20.67,TRADE
VIC1,2026/06/02 07:35:00,6924.67,20.65,TRADE
VIC1,2026/06/02 07:40:00,6914.41,20.21,TRADE
VIC1,2026/06/02 07:45:00,7024.64,45.48,TRADE
VIC1,2026/06/02 07:50:00,7051.66,32.67,TRADE
VIC1,2026/06/02 07:55:00,7118.58,20.67,TRADE
VIC1,2026/06/02 08:00:00,7091.77,10.65,TRADE
VIC1,2026/06/02 08:05:00,7020.8,10.50,TRADE
VIC1,2026/06/02 08:10:00,7067.33,10.50,TRADE
VIC1,2026/06/02 08:15:00,7132.57,10.65,TRADE
VIC1,2026/06/02 08:20:00,7123.78,10.50,TRADE
VIC1,2026/06/02 08:25:00,7070.5,10.50,TRADE
VIC1,2026/06/02 08:30:00,7116.5,15.01,TRADE
VIC1,2026/06/02 08:35:00,7054.88,10.50,TRADE
VIC1,2026/06/02 08:40:00,7034.69,10.50,TRADE
VIC1,2026/06/02 08:45:00,6881.41,8.94,TRADE
VIC1,2026/06/02 08:50:00,6915.84,10.50,TRADE
VIC1,2026/06/02 08:55:00,6797.81,10.50,TRADE
VIC1,2026/06/02 09:00:00,6749.05,15.20,TRADE
VIC1,2026/06/02 09:05:00,6818.84,36.81,TRADE
VIC1,2026/06/02 09:10:00,6819.94,36.64,TRADE
VIC1,2026/06/02 09:15:00,6721.05,3.05,TRADE
VIC1,2026/06/02 09:20:00,6743.2,9.10,TRADE
VIC1,2026/06/02 09:25:00,6671.85,10.50,TRADE
VIC1,2026/06/02 09:30:00,6644.69,5.54,TRADE
VIC1,2026/06/02 09:35:00,6528.66,0,TRADE
VIC1,2026/06/02 09:40:00,6464.51,5.66,TRADE
VIC1,2026/06/02 09:45:00,6442.85,5.08,TRADE
VIC1,2026/06/02 09:50:00,6403.75,10.50,TRADE
VIC1,2026/06/02 09:55:00,6412.79,6.84,TRADE
VIC1,2026/06/02 10:00:00,6429.06,35.79,TRADE
VIC1,2026/06/02 10:05:00,6405.17,8.94,TRADE
VIC1,2026/06/02 10:10:00,6477.42,10.50,TRADE
VIC1,2026/06/02 10:15:00,6496.81,8.57,TRADE
VIC1,2026/06/02 10:20:00,6390.28,10.82,TRADE
VIC1,2026/06/02 10:25:00,6411.89,0.19,TRADE
VIC1,2026/06/02 10:30:00,6362.41,5.50,TRADE
VIC1,2026/06/02 10:35:00,6296.96,8.94,TRADE
VIC1,2026/06/02 10:40:00,6357.58,0.20,TRADE
VIC1,2026/06/02 10:45:00,6263.33,14.38,TRADE
VIC1,2026/06/02 10:50:00,6284.45,0.19,TRADE
VIC1,2026/06/02 10:55:00,6282.62,10.50,TRADE
VIC1,2026/06/02 11:00:00,6297.62,6.67,TRADE
VIC1,2026/06/02 11:05:00,6259.04,26.27,TRADE
VIC1,2026/06/02 11:10:00,6371.6,42.40,TRADE
VIC1,2026/06/02 11:15:00,6514.7,42.18,TRADE
VIC1,2026/06/02 11:20:00,6487.2,42.19,TRADE
VIC1,2026/06/02 11:25:00,6503.38,10.50,TRADE
VIC1,2026/06/02 11:30:00,6654.21,10.65,TRADE
VIC1,2026/06/02 11:35:00,6630.96,10.15,TRADE
VIC1,2026/06/02 11:40:00,6682.66,0.02,TRADE
VIC1,2026/06/02 11:45:00,6657.34,10.50,TRADE
VIC1,2026/06/02 11:50:00,6570.18,8.94,TRADE
VIC1,2026/06/02 11:55:00,6565.3,8.94,TRADE
VIC1,2026/06/02 12:00:00,6575.38,10.65,TRADE
VIC1,2026/06/02 12:05:00,6608.56,16.83,TRADE
