REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/07/01 00:05:00,5467.33,8.92,TRADE
VIC1,2026/07/01 00:10:00,5469,10.48,TRADE
VIC1,2026/07/01 00:15:00,5456.64,24.63,TRADE
VIC1,2026/07/01 00:20:00,5462.64,20.61,TRADE
VIC1,2026/07/01 00:25:00,5409.9,9.71,TRADE
VIC1,2026/07/01 00:30:00,5405.47,8.92,TRADE
VIC1,2026/07/01 00:35:00,5379.33,10.63,TRADE
VIC1,2026/07/01 00:40:00,5313.1,10.48,TRADE
VIC1,2026/07/01 00:45:00,5268.01,20.71,TRADE
VIC1,2026/07/01 00:50:00,5182.78,9.72,TRADE
VIC1,2026/07/01 00:55:00,5167.18,10.48,TRADE
VIC1,2026/07/01 01:00:00,5127.62,10.48,TRADE
VIC1,2026/07/01 01:05:00,5159.64,27.14,TRADE
VIC1,2026/07/01 01:10:00,5057.01,10.48,TRADE
VIC1,2026/07/01 01:15:00,5109,0,TRADE
VIC1,2026/07/01 01:20:00,5099.69,8.92,TRADE
VIC1,2026/07/01 01:25:00,5067.66,10.48,TRADE
VIC1,2026/07/01 01:30:00,5028.09,20.61,TRADE
VIC1,2026/07/01 01:35:00,5027.86,11.64,TRADE
VIC1,2026/07/01 01:40:00,5019.8,20.61,TRADE
VIC1,2026/07/01 01:45:00,4944.97,0,TRADE
VIC1,2026/07/01 01:50:00,4923.3,0,TRADE
VIC1,2026/07/01 01:55:00,4920.82,9.56,TRADE
VIC1,2026/07/01 02:00:00,4933.18,8.92,TRADE
VIC1,2026/07/01 02:05:00,4883.49,11.50,TRADE
VIC1,2026/07/01 02:10:00,4863.44,10.48,TRADE
VIC1,2026/07/01 02:15:00,4868.74,9.78,TRADE
VIC1,2026/07/01 02:20:00,4870.38,10.48,TRADE
VIC1,2026/07/01 02:25:00,4747.68,25.71,TRADE
VIC1,2026/07/01 02:30:00,4745.12,26.63,TRADE
VIC1,2026/07/01 02:35:00,4695.23,0,TRADE
VIC1,2026/07/01 02:40:00,4768.94,8.92,TRADE
VIC1,2026/07/01 02:45:00,4771.25,8.92,TRADE
VIC1,2026/07/01 02:50:00,4711.91,9.62,TRADE
VIC1,2026/07/01 02:55:00,4708.94,8.81,TRADE
VIC1,2026/07/01 03:00:00,4689.27,0,TRADE
VIC1,2026/07/01 03:05:00,4659.07,1.93,TRADE
VIC1,2026/07/01 03:10:00,4593.83,8.81,TRADE
VIC1,2026/07/01 03:15:00,4584.02,0.17,TRADE
VIC1,2026/07/01 03:20:00,4630.84,10.48,TRADE
VIC1,2026/07/01 03:25:00,4657.77,8.81,TRADE
VIC1,2026/07/01 03:30:00,4632.2,0,TRADE
VIC1,2026/07/01 03:35:00,4590.87,0.30,TRADE
VIC1,2026/07/01 03:40:00,4594.81,0,TRADE
VIC1,2026/07/01 03:45:00,4585.52,0,TRADE
VIC1,2026/07/01 03:50:00,4483.44,0,TRADE
VIC1,2026/07/01 03:55:00,4514.68,-0.05,TRADE
VIC1,2026/07/01 04:00:00,4496.21,0,TRADE
VIC1,2026/07/01 04:05:00,4562.21,0,TRADE
VIC1,2026/07/01 04:10:00,4634.68,0,TRADE
VIC1,2026/07/01 04:15:00,4623.3,0,TRADE
VIC1,2026/07/01 04:20:00,4595.12,0,TRADE
VIC1,2026/07/01 04:25:00,4630.26,0,TRADE
VIC1,2026/07/01 04:30:00,4646.19,0,TRADE
VIC1,2026/07/01 04:35:00,4689.22,0,TRADE
VIC1,2026/07/01 04:40:00,4648.03,-0.05,TRADE
VIC1,2026/07/01 04:45:00,4627.27,0,TRADE
VIC1,2026/07/01 04:50:00,4647.03,0,TRADE
VIC1,2026/07/01 04:55:00,4688.45,0,TRADE
VIC1,2026/07/01 05:00:00,4691.87,-0.05,TRADE
VIC1,2026/07/01 05:05:00,4692.33,0,TRADE
VIC1,2026/07/01 05:10:00,4744.47,-0.05,TRADE
VIC1,2026/07/01 05:15:00,4813.98,0,TRADE
VIC1,2026/07/01 05:20:00,4812.63,8.32,TRADE
VIC1,2026/07/01 05:25:00,4850.81,8.59,TRADE
VIC1,2026/07/01 05:30:00,4898.28,5.08,TRADE
VIC1,2026/07/01 05:35:00,4931.01,0,TRADE
VIC1,2026/07/01 05:40:00,4953.62,0,TRADE
VIC1,2026/07/01 05:45:00,4967.12,0,TRADE
VIC1,2026/07/01 05:50:00,4999.88,0,TRADE
VIC1,2026/07/01 05:55:00,5022.98,0,TRADE
VIC1,2026/07/01 06:00:00,5073.9,8.59,TRADE
VIC1,2026/07/01 06:05:00,5153.15,9.76,TRADE
VIC1,2026/07/01 06:10:00,5314.41,10.50,TRADE
VIC1,2026/07/01 06:15:00,5413.31,10.50,TRADE
VIC1,2026/07/01 06:20:00,5433.91,10.50,TRADE
VIC1,2026/07/01 06:25:00,5498.53,10.50,TRADE
VIC1,2026/07/01 06:30:00,5537.83,8.94,TRADE
VIC1,2026/07/01 06:35:00,5611.96,5.08,TRADE
VIC1,2026/07/01 06:40:00,5718.47,5.08,TRADE
VIC1,2026/07/01 06:45:00,5774.68,5.08,TRADE
VIC1,2026/07/01 06:50:00,5833.1,8.94,TRADE
VIC1,2026/07/01 06:55:00,5918.39,10.25,TRADE
VIC1,2026/07/01 07:00:00,6121.27,56.67,TRADE
VIC1,2026/07/01 07:05:00,6199.67,56.36,TRADE
VIC1,2026/07/01 07:10:00,6252.13,18.13,TRADE
VIC1,2026/07/01 07:15:00,6355.23,37.69,TRADE
VIC1,2026/07/01 07:20:00,6454.45,37.69,TRADE
VIC1,2026/07/01 07:25:00,6477.26,37.69,TRADE
VIC1,2026/07/01 07:30:00,6567.01,37.69,TRADE
VIC1,2026/07/01 07:35:00,6612.43,37.69,TRADE
VIC1,2026/07/01 07:40:00,6666.85,12.03,TRADE
VIC1,2026/07/01 07:45:00,6724.02,10.96,TRADE
VIC1,2026/07/01 07:50:00,6757.5,10.50,TRADE
VIC1,2026/07/01 07:55:00,6813.29,12.21,TRADE
VIC1,2026/07/01 08:00:00,6830.6,44.36,TRADE
VIC1,2026/07/01 08:05:00,6828.03,37.69,TRADE
VIC1,2026/07/01 08:10:00,6904.17,10.50,TRADE
VIC1,2026/07/01 08:15:00,6931.79,10.50,TRADE
VIC1,2026/07/01 08:20:00,6961.35,10.50,TRADE
VIC1,2026/07/01 08:25:00,6959.39,10.50,TRADE
VIC1,2026/07/01 08:30:00,6930.54,10.50,TRADE
VIC1,2026/07/01 08:35:00,6863.8,8.38,TRADE
VIC1,2026/07/01 08:40:00,6907.02,10.50,TRADE
VIC1,2026/07/01 08:45:00,6931.85,37.69,TRADE
VIC1,2026/07/01 08:50:00,6939.61,37.69,TRADE
VIC1,2026/07/01 08:55:00,6902.17,10.65,TRADE
VIC1,2026/07/01 09:00:00,6877.75,8.68,TRADE
VIC1,2026/07/01 09:05:00,6820.78,8.94,TRADE
VIC1,2026/07/01 09:10:00,6806.75,8.94,TRADE
VIC1,2026/07/01 09:15:00,6793.56,11.64,TRADE
VIC1,2026/07/01 09:20:00,6747.87,10.50,TRADE
VIC1,2026/07/01 09:25:00,6648.42,8.94,TRADE
VIC1,2026/07/01 09:30:00,6636.61,10.50,TRADE
VIC1,2026/07/01 09:35:00,6579.9,10.50,TRADE
VIC1,2026/07/01 09:40:00,6550.28,9.58,TRADE
VIC1,2026/07/01 09:45:00,6464.22,8.94,TRADE
VIC1,2026/07/01 09:50:00,6404.53,10.50,TRADE
VIC1,2026/07/01 09:55:00,6310.54,10.50,TRADE
VIC1,2026/07/01 10:00:00,6289.21,10.50,TRADE
VIC1,2026/07/01 10:05:00,6196.34,11.68,TRADE
VIC1,2026/07/01 10:10:00,6218.7,10.50,TRADE
VIC1,2026/07/01 10:15:00,6123.97,8.94,TRADE
VIC1,2026/07/01 10:20:00,6054.05,8.94,TRADE
VIC1,2026/07/01 10:25:00,5950.99,5.08,TRADE
VIC1,2026/07/01 10:30:00,5884.4,5.08,TRADE
VIC1,2026/07/01 10:35:00,5830.55,10.50,TRADE
VIC1,2026/07/01 10:40:00,5818.82,10.50,TRADE
VIC1,2026/07/01 10:45:00,5778.46,8.95,TRADE
VIC1,2026/07/01 10:50:00,5726.05,10.50,TRADE
VIC1,2026/07/01 10:55:00,5663.57,8.94,TRADE
VIC1,2026/07/01 11:00:00,5613.03,10.50,TRADE
VIC1,2026/07/01 11:05:00,5574.23,10.65,TRADE
VIC1,2026/07/01 11:10:00,5695.22,10.50,TRADE
VIC1,2026/07/01 11:15:00,5705.83,10.50,TRADE
VIC1,2026/07/01 11:20:00,5677.03,10.50,TRADE
VIC1,2026/07/01 11:25:00,5628.39,8.94,TRADE
VIC1,2026/07/01 11:30:00,5597.26,8.94,TRADE
VIC1,2026/07/01 11:35:00,5545.96,10.50,TRADE
VIC1,2026/07/01 11:40:00,5528.75,8.97,TRADE
VIC1,2026/07/01 11:45:00,5476.42,8.97,TRADE
VIC1,2026/07/01 11:50:00,5464.29,10.50,TRADE
VIC1,2026/07/01 11:55:00,5424.89,8.94,TRADE
VIC1,2026/07/01 12:00:00,5416.37,9.01,TRADE
VIC1,2026/07/01 12:05:00,5396.28,8.94,TRADE
VIC1,2026/07/01 12:10:00,5395.41,10.50,TRADE
VIC1,2026/07/01 12:15:00,5402.46,10.50,TRADE
VIC1,2026/07/01 12:20:00,5408.7,8.82,TRADE
VIC1,2026/07/01 12:25:00,5463.63,10.50,TRADE
VIC1,2026/07/01 12:30:00,5426.44,10.50,TRADE
VIC1,2026/07/01 12:35:00,5525.81,10.69,TRADE
VIC1,2026/07/01 12:40:00,5577.12,37.69,TRADE
VIC1,2026/07/01 12:45:00,5582.75,37.69,TRADE
VIC1,2026/07/01 12:50:00,5614.27,10.65,TRADE
VIC1,2026/07/01 12:55:00,5636.68,10.50,TRADE
VIC1,2026/07/01 13:00:00,5640.15,10.50,TRADE
VIC1,2026/07/01 13:05:00,5714.32,10.67,TRADE
VIC1,2026/07/01 13:10:00,5780.01,15.01,TRADE
VIC1,2026/07/01 13:15:00,5852.61,10.67,TRADE
VIC1,2026/07/01 13:20:00,5986.95,10.50,TRADE
VIC1,2026/07/01 13:25:00,6037.2,10.50,TRADE
VIC1,2026/07/01 13:30:00,6121.21,8.96,TRADE
VIC1,2026/07/01 13:35:00,6119.09,10.50,TRADE
VIC1,2026/07/01 13:40:00,6190.93,8.94,TRADE
VIC1,2026/07/01 13:45:00,6239.09,10.50,TRADE
VIC1,2026/07/01 13:50:00,6334.25,10.50,TRADE
VIC1,2026/07/01 13:55:00,6317.57,10.50,TRADE
VIC1,2026/07/01 14:00:00,6331.08,10.50,TRADE
VIC1,2026/07/01 14:05:00,6313.84,10.50,TRADE
VIC1,2026/07/01 14:10:00,6258.57,8.94,TRADE
VIC1,2026/07/01 14:15:00,6254.91,-0.05,TRADE
VIC1,2026/07/01 14:20:00,6339.51,8.94,TRADE
VIC1,2026/07/01 14:25:00,6386.46,16.30,TRADE
VIC1,2026/07/01 14:30:00,6390.37,10.13,TRADE
VIC1,2026/07/01 14:35:00,6392.27,10.50,TRADE
VIC1,2026/07/01 14:40:00,6427.2,10.67,TRADE
VIC1,2026/07/01 14:45:00,6448.61,10.50,TRADE
VIC1,2026/07/01 14:50:00,6488.4,8.94,TRADE
VIC1,2026/07/01 14:55:00,6536.42,10.67,TRADE
VIC1,2026/07/01 15:00:00,6572.49,10.50,TRADE
VIC1,2026/07/01 15:05:00,6558.05,10.50,TRADE
VIC1,2026/07/01 15:10:00,6538.68,8.68,TRADE
VIC1,2026/07/01 15:15:00,6529.07,8.94,TRADE
VIC1,2026/07/01 15:20:00,6540.08,8.94,TRADE
VIC1,2026/07/01 15:25:00,6535.74,8.94,TRADE
VIC1,2026/07/01 15:30:00,6550.46,8.94,TRADE
VIC1,2026/07/01 15:35:00,6570.75,8.94,TRADE
VIC1,2026/07/01 15:40:00,6595.47,-0.05,TRADE
VIC1,2026/07/01 15:45:00,6603.3,-0.05,TRADE
VIC1,2026/07/01 15:50:00,6648.66,0.01,TRADE
VIC1,2026/07/01 15:55:00,6675.92,8.10,TRADE
VIC1,2026/07/01 16:00:00,6678.5,21.11,TRADE
VIC1,2026/07/01 16:05:00,6817.32,37.69,TRADE
VIC1,2026/07/01 16:10:00,6796.06,8.94,TRADE
VIC1,2026/07/01 16:15:00,6765.9,8.94,TRADE
VIC1,2026/07/01 16:20:00,6833.12,10.50,TRADE
VIC1,2026/07/01 16:25:00,6859.86,15,TRADE
VIC1,2026/07/01 16:30:00,6919.05,37.69,TRADE
VIC1,2026/07/01 16:35:00,6954.91,37.69,TRADE
VIC1,2026/07/01 16:40:00,6999.86,37.69,TRADE
VIC1,2026/07/01 16:45:00,7019.22,37.69,TRADE
VIC1,2026/07/01 16:50:00,7091.12,37.69,TRADE
VIC1,2026/07/01 16:55:00,7125.97,37.69,TRADE
VIC1,2026/07/01 17:00:00,7159.88,37.69,TRADE
VIC1,2026/07/01 17:05:00,7178.35,37.69,TRADE
VIC1,2026/07/01 17:10:00,7187.58,37.69,TRADE
VIC1,2026/07/01 17:15:00,7231.77,38.71,TRADE
VIC1,2026/07/01 17:20:00,7334.7,50.10,TRADE
VIC1,2026/07/01 17:25:00,7367.46,72.53,TRADE
VIC1,2026/07/01 17:30:00,7346.72,50.06,TRADE
VIC1,2026/07/01 17:35:00,7456.43,56.77,TRADE
VIC1,2026/07/01 17:40:00,7466.05,62.85,TRADE
VIC1,2026/07/01 17:45:00,7441.22,63.69,TRADE
VIC1,2026/07/01 17:50:00,7457,59.59,TRADE
VIC1,2026/07/01 17:55:00,7453.79,50.26,TRADE
VIC1,2026/07/01 18:00:00,7514.09,46.02,TRADE
VIC1,2026/07/01 18:05:00,7475.77,43.57,TRADE
VIC1,2026/07/01 18:10:00,7434.4,43.57,TRADE
VIC1,2026/07/01 18:15:00,7417.62,56.67,TRADE
VIC1,2026/07/01 18:20:00,7318.35,58.83,TRADE
VIC1,2026/07/01 18:25:00,7295.86,63.69,TRADE
VIC1,2026/07/01 18:30:00,7292.23,57.44,TRADE
VIC1,2026/07/01 18:35:00,7273.1,63.69,TRADE
VIC1,2026/07/01 18:40:00,7211.73,63.69,TRADE
VIC1,2026/07/01 18:45:00,7149.42,50.72,TRADE
VIC1,2026/07/01 18:50:00,7134.86,48.84,TRADE
VIC1,2026/07/01 18:55:00,7118.94,49.44,TRADE
VIC1,2026/07/01 19:00:00,7077.44,49.39,TRADE
VIC1,2026/07/01 19:05:00,7080.31,119.40,TRADE
VIC1,2026/07/01 19:10:00,7025.75,101.81,TRADE
VIC1,2026/07/01 19:15:00,6981.16,119.41,TRADE
VIC1,2026/07/01 19:20:00,6917.68,153.23,TRADE
VIC1,2026/07/01 19:25:00,6925.92,113.44,TRADE
VIC1,2026/07/01 19:30:00,6874.17,72.44,TRADE
VIC1,2026/07/01 19:35:00,6888.64,25.37,TRADE
VIC1,2026/07/01 19:40:00,6882.72,20.68,TRADE
VIC1,2026/07/01 19:45:00,6883.3,10.65,TRADE
VIC1,2026/07/01 19:50:00,6870.06,11.44,TRADE
VIC1,2026/07/01 19:55:00,6834.36,37.69,TRADE
VIC1,2026/07/01 20:00:00,6875.29,37.69,TRADE
VIC1,2026/07/01 20:05:00,6852.77,37.73,TRADE
VIC1,2026/07/01 20:10:00,6854.07,10.65,TRADE
VIC1,2026/07/01 20:15:00,6822.26,10.50,TRADE
VIC1,2026/07/01 20:20:00,6824.35,10.50,TRADE
VIC1,2026/07/01 20:25:00,6763.67,-2.50,TRADE
VIC1,2026/07/01 20:30:00,6750.57,-0.05,TRADE
VIC1,2026/07/01 20:35:00,6712.82,0,TRADE
VIC1,2026/07/01 20:40:00,6663.53,-0.05,TRADE
VIC1,2026/07/01 20:45:00,6613.63,0,TRADE
VIC1,2026/07/01 20:50:00,6541.27,-0.05,TRADE
VIC1,2026/07/01 20:55:00,6465.6,0,TRADE
VIC1,2026/07/01 21:00:00,6489.25,0,TRADE
VIC1,2026/07/01 21:05:00,6438.05,0,TRADE
VIC1,2026/07/01 21:10:00,6354.19,5.10,TRADE
VIC1,2026/07/01 21:15:00,6403.34,0,TRADE
VIC1,2026/07/01 21:20:00,6307.6,-0.05,TRADE
VIC1,2026/07/01 21:25:00,6204.22,-0.05,TRADE
VIC1,2026/07/01 21:30:00,6171.58,-0.05,TRADE
VIC1,2026/07/01 21:35:00,6129.74,-0.05,TRADE
VIC1,2026/07/01 21:40:00,6157.24,-0.05,TRADE
VIC1,2026/07/01 21:45:00,6129.5,-0.05,TRADE
VIC1,2026/07/01 21:50:00,6035.62,-0.10,TRADE
VIC1,2026/07/01 21:55:00,5973.94,-0.10,TRADE
VIC1,2026/07/01 22:00:00,6008.62,-0.10,TRADE
VIC1,2026/07/01 22:05:00,5986.1,-0.05,TRADE
VIC1,2026/07/01 22:10:00,5893.14,-0.10,TRADE
VIC1,2026/07/01 22:15:00,5921.96,-0.10,TRADE
VIC1,2026/07/01 22:20:00,5868.92,-0.10,TRADE
VIC1,2026/07/01 22:25:00,5892.47,-0.10,TRADE
VIC1,2026/07/01 22:30:00,5855.49,-0.10,TRADE
VIC1,2026/07/01 22:35:00,5726.69,-1.04,TRADE
VIC1,2026/07/01 22:40:00,5707.95,-0.99,TRADE
VIC1,2026/07/01 22:45:00,5741.29,-0.10,TRADE
VIC1,2026/07/01 22:50:00,5690.53,-0.10,TRADE
VIC1,2026/07/01 22:55:00,5634.89,-0.10,TRADE
VIC1,2026/07/01 23:00:00,5612.63,-1.01,TRADE
VIC1,2026/07/01 23:05:00,5649.86,-1.09,TRADE
VIC1,2026/07/01 23:10:00,5689.17,-0.10,TRADE
VIC1,2026/07/01 23:15:00,5721.42,-0.10,TRADE
VIC1,2026/07/01 23:20:00,5623.92,-2.50,TRADE
VIC1,2026/07/01 23:25:00,5624.69,-2.99,TRADE
VIC1,2026/07/01 23:30:00,5666.02,-2.50,TRADE
VIC1,2026/07/01 23:35:00,5610.82,-1,TRADE
VIC1,2026/07/01 23:40:00,5578.54,-0.10,TRADE
VIC1,2026/07/01 23:45:00,5532.38,-1.02,TRADE
VIC1,2026/07/01 23:50:00,5483.16,-2.50,TRADE
VIC1,2026/07/01 23:55:00,5480.45,-2.50,TRADE
VIC1,2026/07/02 00:00:00,5416.69,-2.50,TRADE
VIC1,2026/07/02 00:05:00,5395.55,-1,TRADE
VIC1,2026/07/02 00:10:00,5356.94,-1.09,TRADE
VIC1,2026/07/02 00:15:00,5397.71,-1.02,TRADE
VIC1,2026/07/02 00:20:00,5386.68,-0.10,TRADE
VIC1,2026/07/02 00:25:00,5304.16,-2.50,TRADE
VIC1,2026/07/02 00:30:00,5280.55,-2.99,TRADE
VIC1,2026/07/02 00:35:00,5263.56,-2.99,TRADE
VIC1,2026/07/02 00:40:00,5240.85,-4.67,TRADE
VIC1,2026/07/02 00:45:00,5121.94,-6.51,TRADE
VIC1,2026/07/02 00:50:00,5101.31,-4.67,TRADE
VIC1,2026/07/02 00:55:00,5137.35,-2.81,TRADE
VIC1,2026/07/02 01:00:00,5098.72,-2.99,TRADE
VIC1,2026/07/02 01:05:00,5087.18,-6.15,TRADE
VIC1,2026/07/02 01:10:00,5046,-6.51,TRADE
VIC1,2026/07/02 01:15:00,5044.82,-6.51,TRADE
VIC1,2026/07/02 01:20:00,5019.78,-6.60,TRADE
VIC1,2026/07/02 01:25:00,4987.23,-6.60,TRADE
VIC1,2026/07/02 01:30:00,4911.08,-6.77,TRADE
VIC1,2026/07/02 01:35:00,4928.17,-6.60,TRADE
VIC1,2026/07/02 01:40:00,4917.62,-6.60,TRADE
VIC1,2026/07/02 01:45:00,4821.04,-6.60,TRADE
VIC1,2026/07/02 01:50:00,4874.7,-6.51,TRADE
VIC1,2026/07/02 01:55:00,4786.58,-6.60,TRADE
VIC1,2026/07/02 02:00:00,4837.71,-6.60,TRADE
VIC1,2026/07/02 02:05:00,4800,-4.67,TRADE
VIC1,2026/07/02 02:10:00,4806.54,-6.51,TRADE
VIC1,2026/07/02 02:15:00,4700.8,-6.51,TRADE
VIC1,2026/07/02 02:20:00,4674.13,-6.60,TRADE
VIC1,2026/07/02 02:25:00,4649.83,-6.51,TRADE
VIC1,2026/07/02 02:30:00,4658.52,-4.78,TRADE
VIC1,2026/07/02 02:35:00,4699.95,-6.51,TRADE
VIC1,2026/07/02 02:40:00,4682.01,-6.51,TRADE
VIC1,2026/07/02 02:45:00,4640.39,-6.60,TRADE
VIC1,2026/07/02 02:50:00,4634.75,-11.28,TRADE
VIC1,2026/07/02 02:55:00,4651.4,-6.98,TRADE
VIC1,2026/07/02 03:00:00,4655.07,-6.60,TRADE
VIC1,2026/07/02 03:05:00,4607.06,-6.60,TRADE
VIC1,2026/07/02 03:10:00,4586.5,-6.78,TRADE
VIC1,2026/07/02 03:15:00,4567.43,-6.60,TRADE
VIC1,2026/07/02 03:20:00,4556.21,-6.91,TRADE
VIC1,2026/07/02 03:25:00,4535.95,-6.60,TRADE
VIC1,2026/07/02 03:30:00,4604.88,-6.51,TRADE
VIC1,2026/07/02 03:35:00,4609.54,-6.51,TRADE
VIC1,2026/07/02 03:40:00,4611.45,-6.58,TRADE
VIC1,2026/07/02 03:45:00,4536.89,-6.73,TRADE
VIC1,2026/07/02 03:50:00,4617.29,-6.76,TRADE
VIC1,2026/07/02 03:55:00,4622.35,-6.78,TRADE
VIC1,2026/07/02 04:00:00,4627.57,-7.74,TRADE
VIC1,2026/07/02 04:05:00,4641.48,-7.06,TRADE
VIC1,2026/07/02 04:10:00,4596.29,-6.60,TRADE
VIC1,2026/07/02 04:15:00,4635.69,-6.60,TRADE
VIC1,2026/07/02 04:20:00,4609.72,-8.07,TRADE
VIC1,2026/07/02 04:25:00,4558.09,-7,TRADE
VIC1,2026/07/02 04:30:00,4615.54,-6.60,TRADE
VIC1,2026/07/02 04:35:00,4639.38,-11,TRADE
VIC1,2026/07/02 04:40:00,4653.84,-7.74,TRADE
VIC1,2026/07/02 04:45:00,4676.59,-6.84,TRADE
VIC1,2026/07/02 04:50:00,4503.92,-12.75,TRADE
VIC1,2026/07/02 04:55:00,4605.32,-6.89,TRADE
VIC1,2026/07/02 05:00:00,4587.11,-7.74,TRADE
VIC1,2026/07/02 05:05:00,4675.91,-6.60,TRADE
VIC1,2026/07/02 05:10:00,4727.97,-6.60,TRADE
VIC1,2026/07/02 05:15:00,4865.36,-6.84,TRADE
VIC1,2026/07/02 05:20:00,4813.35,-6.86,TRADE
VIC1,2026/07/02 05:25:00,4968.06,-7,TRADE
VIC1,2026/07/02 05:30:00,4990.58,-6.92,TRADE
VIC1,2026/07/02 05:35:00,5011.76,-7,TRADE
VIC1,2026/07/02 05:40:00,5122.69,-6.60,TRADE
VIC1,2026/07/02 05:45:00,5110.62,-6.98,TRADE
VIC1,2026/07/02 05:50:00,5082.12,-6.94,TRADE
VIC1,2026/07/02 05:55:00,5205.94,-6.60,TRADE
VIC1,2026/07/02 06:00:00,5205.05,-6.51,TRADE
VIC1,2026/07/02 06:05:00,5322.69,-6.60,TRADE
VIC1,2026/07/02 06:10:00,5460.41,-6.60,TRADE
VIC1,2026/07/02 06:15:00,5512.72,-6.51,TRADE
VIC1,2026/07/02 06:20:00,5582.51,-6.51,TRADE
VIC1,2026/07/02 06:25:00,5680.52,-6.51,TRADE
VIC1,2026/07/02 06:30:00,5775.5,-6.51,TRADE
VIC1,2026/07/02 06:35:00,5728.54,-6.51,TRADE
VIC1,2026/07/02 06:40:00,5861.14,-6.51,TRADE
VIC1,2026/07/02 06:45:00,5912.46,-6.51,TRADE
VIC1,2026/07/02 06:50:00,5983.2,-6.51,TRADE
VIC1,2026/07/02 06:55:00,6058.73,-2.99,TRADE
VIC1,2026/07/02 07:00:00,6177.16,-2.99,TRADE
VIC1,2026/07/02 07:05:00,6244.99,-2.99,TRADE
VIC1,2026/07/02 07:10:00,6337.85,-1.15,TRADE
VIC1,2026/07/02 07:15:00,6435.91,-1.15,TRADE
VIC1,2026/07/02 07:20:00,6559.05,-1.15,TRADE
VIC1,2026/07/02 07:25:00,6511.33,-1.15,TRADE
VIC1,2026/07/02 07:30:00,6555.24,-6.51,TRADE
VIC1,2026/07/02 07:35:00,6591.2,-6.51,TRADE
VIC1,2026/07/02 07:40:00,6642.38,-2.99,TRADE
VIC1,2026/07/02 07:45:00,6724.24,-1.15,TRADE
VIC1,2026/07/02 07:50:00,6696.26,-1.15,TRADE
VIC1,2026/07/02 07:55:00,6798.25,-1.15,TRADE
VIC1,2026/07/02 08:00:00,6842.72,-1.15,TRADE
VIC1,2026/07/02 08:05:00,6868.64,2.54,TRADE
VIC1,2026/07/02 08:10:00,6862.88,5.92,TRADE
VIC1,2026/07/02 08:15:00,6916.5,7.52,TRADE
VIC1,2026/07/02 08:20:00,6882.01,10.50,TRADE
VIC1,2026/07/02 08:25:00,6959.82,10.65,TRADE
VIC1,2026/07/02 08:30:00,6988.64,10.50,TRADE
VIC1,2026/07/02 08:35:00,6994.82,8.80,TRADE
VIC1,2026/07/02 08:40:00,7067.75,8.94,TRADE
VIC1,2026/07/02 08:45:00,7032.62,45.91,TRADE
VIC1,2026/07/02 08:50:00,7011.77,46.50,TRADE
VIC1,2026/07/02 08:55:00,7142.83,56.67,TRADE
VIC1,2026/07/02 09:00:00,7201.36,10.50,TRADE
VIC1,2026/07/02 09:05:00,7104.07,-4.67,TRADE
VIC1,2026/07/02 09:10:00,7176.17,10.50,TRADE
VIC1,2026/07/02 09:15:00,7136.74,10.50,TRADE
VIC1,2026/07/02 09:20:00,7127.67,10.50,TRADE
VIC1,2026/07/02 09:25:00,7109.28,10.65,TRADE
VIC1,2026/07/02 09:30:00,7119.77,7.95,TRADE
VIC1,2026/07/02 09:35:00,7037.78,5.08,TRADE
VIC1,2026/07/02 09:40:00,7004.27,-1.15,TRADE
VIC1,2026/07/02 09:45:00,6985.02,5.08,TRADE
VIC1,2026/07/02 09:50:00,6894.29,-6.75,TRADE
VIC1,2026/07/02 09:55:00,6910.97,-1.15,TRADE
VIC1,2026/07/02 10:00:00,6828.57,-1.15,TRADE
VIC1,2026/07/02 10:05:00,6867.2,-1.10,TRADE
VIC1,2026/07/02 10:10:00,6906.71,0,TRADE
VIC1,2026/07/02 10:15:00,6898.51,-1.15,TRADE
VIC1,2026/07/02 10:20:00,6930.23,-1.15,TRADE
VIC1,2026/07/02 10:25:00,6816.61,-1.15,TRADE
VIC1,2026/07/02 10:30:00,6792.83,-1.15,TRADE
VIC1,2026/07/02 10:35:00,6835.53,-1.10,TRADE
VIC1,2026/07/02 10:40:00,6849.48,0,TRADE
VIC1,2026/07/02 10:45:00,6846.28,-1.15,TRADE
VIC1,2026/07/02 10:50:00,6895.81,-1.15,TRADE
VIC1,2026/07/02 10:55:00,6852.69,-1.15,TRADE
VIC1,2026/07/02 11:00:00,6842.13,-1.15,TRADE
VIC1,2026/07/02 11:05:00,6800.14,-5,TRADE
VIC1,2026/07/02 11:10:00,7035.88,0.01,TRADE
VIC1,2026/07/02 11:15:00,7063.51,6.27,TRADE
VIC1,2026/07/02 11:20:00,7067.78,5.08,TRADE
VIC1,2026/07/02 11:25:00,7099.97,10.50,TRADE
VIC1,2026/07/02 11:30:00,7091.12,20.92,TRADE
VIC1,2026/07/02 11:35:00,7043.33,-24.88,TRADE
VIC1,2026/07/02 11:40:00,7119.54,10.50,TRADE
VIC1,2026/07/02 11:45:00,7078.72,8.94,TRADE
VIC1,2026/07/02 11:50:00,7063.83,10.50,TRADE
VIC1,2026/07/02 11:55:00,6967.23,-13.99,TRADE
VIC1,2026/07/02 12:00:00,7010.13,-2.99,TRADE
VIC1,2026/07/02 12:05:00,7017.44,5.08,TRADE
VIC1,2026/07/02 12:10:00,7092.34,10.65,TRADE
