REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/08/01 14:40:00,3977.72,-6.01,TRADE
VIC1,2026/08/01 14:45:00,4016.67,-5,TRADE
VIC1,2026/08/01 14:50:00,4056.27,-2.99,TRADE
VIC1,2026/08/01 14:55:00,4035.8,-3.50,TRADE
VIC1,2026/08/01 15:00:00,4077.15,-5,TRADE
VIC1,2026/08/01 15:05:00,4119.72,-6.50,TRADE
VIC1,2026/08/01 15:10:00,4133.64,-5,TRADE
VIC1,2026/08/01 15:15:00,4185.71,-6.01,TRADE
VIC1,2026/08/01 15:20:00,4318.44,-3.50,TRADE
VIC1,2026/08/01 15:25:00,4403.75,-3.50,TRADE
VIC1,2026/08/01 15:30:00,4411.77,-3.50,TRADE
VIC1,2026/08/01 15:35:00,4583.38,-1.15,TRADE
VIC1,2026/08/01 15:40:00,4654.15,-6.25,TRADE
VIC1,2026/08/01 15:45:00,4648.1,-6.50,TRADE
VIC1,2026/08/01 15:50:00,4743.33,-6.50,TRADE
VIC1,2026/08/01 15:55:00,4900.19,-2.99,TRADE
VIC1,2026/08/01 16:00:00,4998.29,0,TRADE
VIC1,2026/08/01 16:05:00,5084.7,-3.50,TRADE
VIC1,2026/08/01 16:10:00,5121.52,69.48,TRADE
VIC1,2026/08/01 16:15:00,5230.9,1.57,TRADE
VIC1,2026/08/01 16:20:00,5331.24,6.27,TRADE
VIC1,2026/08/01 16:25:00,5342.62,8.94,TRADE
VIC1,2026/08/01 16:30:00,5441.79,79.50,TRADE
VIC1,2026/08/01 16:35:00,5608.13,81.68,TRADE
VIC1,2026/08/01 16:40:00,5675.47,87.09,TRADE
VIC1,2026/08/01 16:45:00,5830.23,83.68,TRADE
VIC1,2026/08/01 16:50:00,5946.51,91.43,TRADE
VIC1,2026/08/01 16:55:00,6064.91,83.46,TRADE
VIC1,2026/08/01 17:00:00,6214.57,91.63,TRADE
VIC1,2026/08/01 17:05:00,6211.39,85.23,TRADE
VIC1,2026/08/01 17:10:00,6360.81,75.88,TRADE
VIC1,2026/08/01 17:15:00,6536.75,78.65,TRADE
VIC1,2026/08/01 17:20:00,6573.65,84.57,TRADE
VIC1,2026/08/01 17:25:00,6715.29,83.93,TRADE
VIC1,2026/08/01 17:30:00,6735.96,77.14,TRADE
VIC1,2026/08/01 17:35:00,6846.25,75.88,TRADE
VIC1,2026/08/01 17:40:00,6889.46,77.78,TRADE
VIC1,2026/08/01 17:45:00,6938.43,79.01,TRADE
VIC1,2026/08/01 17:50:00,7103.11,84.58,TRADE
VIC1,2026/08/01 17:55:00,7194.49,86.17,TRADE
VIC1,2026/08/01 18:00:00,7233.03,82.37,TRADE
VIC1,2026/08/01 18:05:00,7214.7,82.39,TRADE
VIC1,2026/08/01 18:10:00,7231.83,83.57,TRADE
VIC1,2026/08/01 18:15:00,7252.27,77.39,TRADE
VIC1,2026/08/01 18:20:00,7295.8,75.88,TRADE
VIC1,2026/08/01 18:25:00,7269.4,77.81,TRADE
VIC1,2026/08/01 18:30:00,7300.8,84.66,TRADE
VIC1,2026/08/01 18:35:00,7272.31,79.27,TRADE
VIC1,2026/08/01 18:40:00,7272.93,79.09,TRADE
VIC1,2026/08/01 18:45:00,7219,75.88,TRADE
VIC1,2026/08/01 18:50:00,7215.31,75.88,TRADE
VIC1,2026/08/01 18:55:00,7246.79,79.37,TRADE
VIC1,2026/08/01 19:00:00,7206.16,75.88,TRADE
VIC1,2026/08/01 19:05:00,7221.45,72.32,TRADE
VIC1,2026/08/01 19:10:00,7234.56,75.88,TRADE
VIC1,2026/08/01 19:15:00,7205.15,75.88,TRADE
VIC1,2026/08/01 19:20:00,7206.86,75.88,TRADE
VIC1,2026/08/01 19:25:00,7170.07,75.88,TRADE
VIC1,2026/08/01 19:30:00,7072.58,70.76,TRADE
VIC1,2026/08/01 19:35:00,7144.78,67.70,TRADE
VIC1,2026/08/01 19:40:00,7189.47,70.69,TRADE
VIC1,2026/08/01 19:45:00,7111.28,62.45,TRADE
VIC1,2026/08/01 19:50:00,7075.16,60.17,TRADE
VIC1,2026/08/01 19:55:00,7076.81,61.01,TRADE
VIC1,2026/08/01 20:00:00,7097.53,58.18,TRADE
VIC1,2026/08/01 20:05:00,7001.68,63.14,TRADE
VIC1,2026/08/01 20:10:00,6968.39,56.53,TRADE
VIC1,2026/08/01 20:15:00,6945.92,56.49,TRADE
VIC1,2026/08/01 20:20:00,7007.32,66.08,TRADE
VIC1,2026/08/01 20:25:00,7007.42,65.23,TRADE
VIC1,2026/08/01 20:30:00,6974.25,65.11,TRADE
VIC1,2026/08/01 20:35:00,6956.02,71.90,TRADE
VIC1,2026/08/01 20:40:00,6908.51,75.68,TRADE
VIC1,2026/08/01 20:45:00,6885.31,75.70,TRADE
VIC1,2026/08/01 20:50:00,6813.8,72.16,TRADE
VIC1,2026/08/01 20:55:00,6746.38,62.10,TRADE
VIC1,2026/08/01 21:00:00,6845.11,64.82,TRADE
VIC1,2026/08/01 21:05:00,6784.69,67.17,TRADE
VIC1,2026/08/01 21:10:00,6764.2,69.48,TRADE
VIC1,2026/08/01 21:15:00,6793.11,71.51,TRADE
VIC1,2026/08/01 21:20:00,6734.41,63.22,TRADE
VIC1,2026/08/01 21:25:00,6750.66,63.04,TRADE
VIC1,2026/08/01 21:30:00,6751.33,69.30,TRADE
VIC1,2026/08/01 21:35:00,6641.42,64.19,TRADE
VIC1,2026/08/01 21:40:00,6605.79,61.03,TRADE
VIC1,2026/08/01 21:45:00,6624.44,61.87,TRADE
VIC1,2026/08/01 21:50:00,6601.72,63.82,TRADE
VIC1,2026/08/01 21:55:00,6525.65,62.38,TRADE
VIC1,2026/08/01 22:00:00,6486.08,53.77,TRADE
VIC1,2026/08/01 22:05:00,6422.4,61.68,TRADE
VIC1,2026/08/01 22:10:00,6447.76,62.17,TRADE
VIC1,2026/08/01 22:15:00,6319.3,57.79,TRADE
VIC1,2026/08/01 22:20:00,6392.67,62.59,TRADE
VIC1,2026/08/01 22:25:00,6267.96,55.70,TRADE
VIC1,2026/08/01 22:30:00,6229.07,54.32,TRADE
VIC1,2026/08/01 22:35:00,6261.23,62.02,TRADE
VIC1,2026/08/01 22:40:00,6248.63,56.44,TRADE
VIC1,2026/08/01 22:45:00,6191.38,54.99,TRADE
VIC1,2026/08/01 22:50:00,6146.89,50.77,TRADE
VIC1,2026/08/01 22:55:00,6084.46,40.50,TRADE
VIC1,2026/08/01 23:00:00,6112.22,38,TRADE
VIC1,2026/08/01 23:05:00,6021.78,45.58,TRADE
VIC1,2026/08/01 23:10:00,6102.83,52.73,TRADE
VIC1,2026/08/01 23:15:00,6144.36,50.05,TRADE
VIC1,2026/08/01 23:20:00,6080.19,10.65,TRADE
VIC1,2026/08/01 23:25:00,6072.65,10.65,TRADE
VIC1,2026/08/01 23:30:00,6111.33,11.74,TRADE
VIC1,2026/08/01 23:35:00,6063.5,47.16,TRADE
VIC1,2026/08/01 23:40:00,6017.43,20.68,TRADE
VIC1,2026/08/01 23:45:00,6025.6,18.66,TRADE
VIC1,2026/08/01 23:50:00,5983.87,13.80,TRADE
VIC1,2026/08/01 23:55:00,5996.28,11.07,TRADE
VIC1,2026/08/02 00:00:00,5856.18,10.65,TRADE
VIC1,2026/08/02 00:05:00,5858.75,10.50,TRADE
VIC1,2026/08/02 00:10:00,5823.47,15.08,TRADE
VIC1,2026/08/02 00:15:00,5792.98,-1.10,TRADE
VIC1,2026/08/02 00:20:00,5783.7,15.08,TRADE
VIC1,2026/08/02 00:25:00,5828.91,15.08,TRADE
VIC1,2026/08/02 00:30:00,5766.12,11.64,TRADE
VIC1,2026/08/02 00:35:00,5761.07,-1.10,TRADE
VIC1,2026/08/02 00:40:00,5745.72,15.08,TRADE
VIC1,2026/08/02 00:45:00,5674.62,8.94,TRADE
VIC1,2026/08/02 00:50:00,5546.56,8.94,TRADE
VIC1,2026/08/02 00:55:00,5534.1,15.08,TRADE
VIC1,2026/08/02 01:00:00,5573.33,10.65,TRADE
VIC1,2026/08/02 01:05:00,5513.05,15.08,TRADE
VIC1,2026/08/02 01:10:00,5527.52,15.08,TRADE
VIC1,2026/08/02 01:15:00,5473.49,12.57,TRADE
VIC1,2026/08/02 01:20:00,5478.44,15.08,TRADE
VIC1,2026/08/02 01:25:00,5477.76,8.94,TRADE
VIC1,2026/08/02 01:30:00,5340.54,8.94,TRADE
VIC1,2026/08/02 01:35:00,5329.76,10.50,TRADE
VIC1,2026/08/02 01:40:00,5337.86,10.50,TRADE
VIC1,2026/08/02 01:45:00,5344.44,0.19,TRADE
VIC1,2026/08/02 01:50:00,5279.04,8.94,TRADE
VIC1,2026/08/02 01:55:00,5248.81,0.36,TRADE
VIC1,2026/08/02 02:00:00,5220.35,6.62,TRADE
VIC1,2026/08/02 02:05:00,5198.69,0.19,TRADE
VIC1,2026/08/02 02:10:00,5119.93,0.20,TRADE
VIC1,2026/08/02 02:15:00,5103.38,5.08,TRADE
VIC1,2026/08/02 02:20:00,5061.6,10.50,TRADE
VIC1,2026/08/02 02:25:00,5126.65,4.36,TRADE
VIC1,2026/08/02 02:30:00,5097.34,15.08,TRADE
VIC1,2026/08/02 02:35:00,5077.33,0.38,TRADE
VIC1,2026/08/02 02:40:00,5052.03,10.50,TRADE
VIC1,2026/08/02 02:45:00,5060.53,8.94,TRADE
VIC1,2026/08/02 02:50:00,5030.4,5.08,TRADE
VIC1,2026/08/02 02:55:00,4927.07,8.94,TRADE
VIC1,2026/08/02 03:00:00,4926.64,8.95,TRADE
VIC1,2026/08/02 03:05:00,4968.16,10.45,TRADE
VIC1,2026/08/02 03:10:00,4976.6,0,TRADE
VIC1,2026/08/02 03:15:00,4965.53,0,TRADE
VIC1,2026/08/02 03:20:00,4941.35,10.50,TRADE
VIC1,2026/08/02 03:25:00,4959.21,0,TRADE
VIC1,2026/08/02 03:30:00,4935,0,TRADE
VIC1,2026/08/02 03:35:00,4834.2,10.50,TRADE
VIC1,2026/08/02 03:40:00,4848.2,5.48,TRADE
VIC1,2026/08/02 03:45:00,4892.71,8.94,TRADE
VIC1,2026/08/02 03:50:00,4911.3,0,TRADE
VIC1,2026/08/02 03:55:00,4878.2,0.67,TRADE
VIC1,2026/08/02 04:00:00,4895.26,5.08,TRADE
VIC1,2026/08/02 04:05:00,4884.44,0.67,TRADE
VIC1,2026/08/02 04:10:00,4901.28,5.08,TRADE
VIC1,2026/08/02 04:15:00,4860.3,0.62,TRADE
VIC1,2026/08/02 04:20:00,4897.33,0.62,TRADE
VIC1,2026/08/02 04:25:00,4900.14,0.01,TRADE
VIC1,2026/08/02 04:30:00,4919.92,0,TRADE
VIC1,2026/08/02 04:35:00,4917.01,0,TRADE
VIC1,2026/08/02 04:40:00,4911.12,0,TRADE
VIC1,2026/08/02 04:45:00,4925.26,-1.10,TRADE
VIC1,2026/08/02 04:50:00,4941.15,-1.10,TRADE
VIC1,2026/08/02 04:55:00,4859.35,-1.15,TRADE
VIC1,2026/08/02 05:00:00,4864.46,-1.15,TRADE
VIC1,2026/08/02 05:05:00,4959.06,-1.10,TRADE
VIC1,2026/08/02 05:10:00,4942.77,-1.10,TRADE
VIC1,2026/08/02 05:15:00,4993.17,-1.10,TRADE
VIC1,2026/08/02 05:20:00,5003.05,-1.15,TRADE
VIC1,2026/08/02 05:25:00,5034.27,-1.15,TRADE
VIC1,2026/08/02 05:30:00,5030.9,-1.15,TRADE
VIC1,2026/08/02 05:35:00,4940.05,-2.99,TRADE
VIC1,2026/08/02 05:40:00,4984.47,-2.99,TRADE
VIC1,2026/08/02 05:45:00,5043.83,-2.99,TRADE
VIC1,2026/08/02 05:50:00,5078.15,-2.99,TRADE
VIC1,2026/08/02 05:55:00,5065.39,-2.99,TRADE
VIC1,2026/08/02 06:00:00,5137.16,-2.25,TRADE
VIC1,2026/08/02 06:05:00,5113.54,-1.41,TRADE
VIC1,2026/08/02 06:10:00,5200.33,-1.15,TRADE
VIC1,2026/08/02 06:15:00,5244.78,-1.15,TRADE
VIC1,2026/08/02 06:20:00,5185.82,-1.15,TRADE
VIC1,2026/08/02 06:25:00,5240.19,-1.15,TRADE
VIC1,2026/08/02 06:30:00,5227.8,-1.15,TRADE
VIC1,2026/08/02 06:35:00,5294.44,-1.15,TRADE
VIC1,2026/08/02 06:40:00,5373.4,-1.15,TRADE
VIC1,2026/08/02 06:45:00,5406.47,-1.15,TRADE
VIC1,2026/08/02 06:50:00,5454.89,-1.15,TRADE
VIC1,2026/08/02 06:55:00,5472.43,-1.13,TRADE
VIC1,2026/08/02 07:00:00,5508.34,-1.14,TRADE
VIC1,2026/08/02 07:05:00,5556.18,-1.10,TRADE
VIC1,2026/08/02 07:10:00,5642.59,-1.10,TRADE
VIC1,2026/08/02 07:15:00,5712.58,-1.10,TRADE
VIC1,2026/08/02 07:20:00,5714.74,-1.10,TRADE
VIC1,2026/08/02 07:25:00,5844.6,-0.97,TRADE
VIC1,2026/08/02 07:30:00,5906.73,0.01,TRADE
VIC1,2026/08/02 07:35:00,5882.86,0.02,TRADE
VIC1,2026/08/02 07:40:00,5955.09,9.36,TRADE
VIC1,2026/08/02 07:45:00,5998,9.25,TRADE
VIC1,2026/08/02 07:50:00,6028.74,5.08,TRADE
VIC1,2026/08/02 07:55:00,6028.47,0.86,TRADE
VIC1,2026/08/02 08:00:00,6015.24,0.86,TRADE
VIC1,2026/08/02 08:05:00,6033.04,0.10,TRADE
VIC1,2026/08/02 08:10:00,6026.05,0,TRADE
VIC1,2026/08/02 08:15:00,6093.6,0.01,TRADE
VIC1,2026/08/02 08:20:00,6073.02,0,TRADE
VIC1,2026/08/02 08:25:00,6074.27,-1.10,TRADE
VIC1,2026/08/02 08:30:00,6051.46,-1.15,TRADE
VIC1,2026/08/02 08:35:00,5906.26,-2.99,TRADE
VIC1,2026/08/02 08:40:00,5865.52,-6.51,TRADE
VIC1,2026/08/02 08:45:00,5914.63,-7.17,TRADE
VIC1,2026/08/02 08:50:00,5841.39,-6.90,TRADE
VIC1,2026/08/02 08:55:00,5783.35,-7.34,TRADE
VIC1,2026/08/02 09:00:00,5747.19,-9.44,TRADE
VIC1,2026/08/02 09:05:00,5677.09,-10.05,TRADE
VIC1,2026/08/02 09:10:00,5653.41,-7.51,TRADE
VIC1,2026/08/02 09:15:00,5584.74,-11.95,TRADE
VIC1,2026/08/02 09:20:00,5424.39,-10.07,TRADE
VIC1,2026/08/02 09:25:00,5505.09,-6.60,TRADE
VIC1,2026/08/02 09:30:00,5384.93,-11.95,TRADE
VIC1,2026/08/02 09:35:00,5350.12,-7.51,TRADE
VIC1,2026/08/02 09:40:00,5361.54,-7.51,TRADE
VIC1,2026/08/02 09:45:00,5268.16,-7.84,TRADE
VIC1,2026/08/02 09:50:00,5156.71,-6.51,TRADE
VIC1,2026/08/02 09:55:00,4990.71,-6.50,TRADE
VIC1,2026/08/02 10:00:00,4859.9,-6.60,TRADE
VIC1,2026/08/02 10:05:00,4813.46,-6.51,TRADE
VIC1,2026/08/02 10:10:00,4855.62,-6.60,TRADE
VIC1,2026/08/02 10:15:00,4781.59,-6.51,TRADE
VIC1,2026/08/02 10:20:00,4665.72,-7.99,TRADE
VIC1,2026/08/02 10:25:00,4696.05,-6.60,TRADE
VIC1,2026/08/02 10:30:00,4596.3,-9.52,TRADE
VIC1,2026/08/02 10:35:00,4533.51,-7.23,TRADE
VIC1,2026/08/02 10:40:00,4431.21,-7.19,TRADE
VIC1,2026/08/02 10:45:00,4328.46,-7.51,TRADE
VIC1,2026/08/02 10:50:00,4243.88,-7.51,TRADE
VIC1,2026/08/02 10:55:00,4178.39,-7.51,TRADE
VIC1,2026/08/02 11:00:00,4116.33,-12.75,TRADE
VIC1,2026/08/02 11:05:00,4074.23,-15.42,TRADE
VIC1,2026/08/02 11:10:00,4205.28,-11.95,TRADE
VIC1,2026/08/02 11:15:00,4229.11,-12.75,TRADE
VIC1,2026/08/02 11:20:00,4242.98,-12.75,TRADE
VIC1,2026/08/02 11:25:00,4207.45,-16.67,TRADE
VIC1,2026/08/02 11:30:00,4163.41,-15.42,TRADE
VIC1,2026/08/02 11:35:00,4112.41,-16.28,TRADE
VIC1,2026/08/02 11:40:00,4076.26,-20.59,TRADE
VIC1,2026/08/02 11:45:00,4058.15,-34.42,TRADE
VIC1,2026/08/02 11:50:00,3938.92,-50.01,TRADE
VIC1,2026/08/02 11:55:00,3998.05,-20.86,TRADE
VIC1,2026/08/02 12:00:00,3969.68,-15.42,TRADE
VIC1,2026/08/02 12:05:00,3851.61,-15.42,TRADE
